old_name,new_name
woodscrew_gauge_18_clearance_hole_top_board_mm,ws18_clearance
woodscrew_gauge_20_major_diameter_mm,ws20_major_dia
woodscrew_gauge_20_pilot_hole_softwood_mm,ws20_pilot_soft
woodscrew_gauge_20_pilot_hole_hardwood_mm,ws20_pilot_hard
woodscrew_gauge_20_clearance_hole_top_board_mm,ws20_clearance
print_in_place_captive_sphere_clearance,pip_sphere_clearance
print_in_place_captive_sphere_min_diameter,pip_sphere_min_dia
print_in_place_hinge_pin_clearance,pip_hinge_clearance
twist_lock_bayonet_rotation_angle_deg,bayonet_rotation_angle_deg
twist_lock_bayonet_tab_height_mm,bayonet_tab_height_mm
twist_lock_bayonet_channel_depth_mm,bayonet_channel_depth_mm
twist_lock_bayonet_entry_slot_width_deg,bayonet_entry_slot_width_deg
twist_lock_bayonet_ramp_angle_deg,bayonet_ramp_angle_deg
twist_lock_bayonet_lid_engagement_depth_mm,bayonet_lid_engagement_depth_mm
twist_lock_bayonet_clearance_radial_mm,bayonet_clearance_radial_mm
dovetail_angle_deg,dovetail_angle
dovetail_width_base_mm,dovetail_base_width
dovetail_width_top_mm,dovetail_top_width
dovetail_depth_mm,dovetail_depth
dovetail_clearance_per_surface_mm,dovetail_clearance
dovetail_slide_entry_chamfer_mm,dovetail_chamfer
spring_clip_arm_thickness_mm,spring_clip_thick
spring_clip_arm_width_mm,spring_clip_width
spring_clip_deflection_max_mm,spring_clip_max_flex
spring_clip_hook_depth_mm,spring_clip_hook_depth
container_wall_thickness_food_safe_mm,container_wall
container_base_thickness_mm,container_base
container_corner_radius_min_mm,container_corner_r
container_lid_rim_width_mm,container_rim_width
phone_iphone_16_height,iphone16_height
phone_iphone_16_width,iphone16_width
phone_iphone_16_depth,iphone16_depth
phone_iphone_16_pro_height,iphone16pro_height
phone_iphone_16_pro_width,iphone16pro_width
phone_iphone_16_pro_depth,iphone16pro_depth
phone_iphone_16_pro_max_height,iphone16promax_height
phone_iphone_16_pro_max_width,iphone16promax_width
phone_iphone_16_pro_max_depth,iphone16promax_depth
phone_iphone_15_height,iphone15_height
phone_iphone_15_width,iphone15_width
phone_iphone_15_depth,iphone15_depth
phone_iphone_15_pro_height,iphone15pro_height
phone_iphone_15_pro_width,iphone15pro_width
phone_iphone_15_pro_depth,iphone15pro_depth
phone_iphone_15_pro_max_height,iphone15promax_height
phone_iphone_15_pro_max_width,iphone15promax_width
phone_iphone_15_pro_max_depth,iphone15promax_depth
phone_galaxy_s24_height,galaxys24_height
phone_galaxy_s24_width,galaxys24_width
phone_galaxy_s24_depth,galaxys24_depth
phone_galaxy_s24_plus_height,galaxys24plus_height
phone_galaxy_s24_plus_width,galaxys24plus_width
phone_galaxy_s24_plus_depth,galaxys24plus_depth
phone_galaxy_s24_ultra_height,galaxys24ultra_height
phone_galaxy_s24_ultra_width,galaxys24ultra_width
phone_galaxy_s24_ultra_depth,galaxys24ultra_depth
tablet_ipad_air_11_height,ipadair11_height
tablet_ipad_air_11_width,ipadair11_width
tablet_ipad_air_11_depth,ipadair11_depth
tablet_ipad_pro_11_height,ipadpro11_height
tablet_ipad_pro_11_width,ipadpro11_width
tablet_ipad_pro_11_depth,ipadpro11_depth
tablet_ipad_pro_13_height,ipadpro13_height
tablet_ipad_pro_13_width,ipadpro13_width
tablet_ipad_pro_13_depth,ipadpro13_depth
tablet_ipad_mini_7_height,ipadmini7_height
tablet_ipad_mini_7_width,ipadmini7_width
tablet_ipad_mini_7_depth,ipadmini7_depth
charger_magsafe_15w_dia,magsafe15w_dia
charger_magsafe_15w_thick,magsafe15w_thick
charger_magsafe_25w_dia,magsafe25w_dia
charger_magsafe_25w_thick,magsafe25w_thick
charger_apple_watch_dia,applewatch_charger_dia
charger_apple_watch_thick,applewatch_charger_thick
drinkware_coffee_mug_std_top_dia,coffee_mug_top_dia
drinkware_coffee_mug_std_base_dia,coffee_mug_base_dia
drinkware_coffee_mug_std_height,coffee_mug_height
drinkware_yeti_rambler_20oz_lip_dia,yeti20oz_lip_dia
drinkware_yeti_rambler_20oz_height,yeti20oz_height
drinkware_yeti_rambler_30oz_lip_dia,yeti30oz_lip_dia
drinkware_yeti_rambler_30oz_height,yeti30oz_height
drinkware_stanley_quencher_40oz_base_dia,stanley40oz_base_dia
drinkware_stanley_quencher_40oz_height,stanley40oz_height
drinkware_hydro_flask_32oz_body_dia,hydroflask32oz_body_dia
drinkware_hydro_flask_32oz_height,hydroflask32oz_height
edc_bic_pen_body_width,bic_pen_width
edc_bic_pen_length,bic_pen_length
edc_sharpie_barrel_dia,sharpie_barrel_dia
edc_sharpie_length,sharpie_length
edc_chapstick_dia,chapstick_dia
edc_chapstick_height,chapstick_height
edc_bic_lighter_width,bic_lighter_width
edc_bic_lighter_height,bic_lighter_height
edc_bic_lighter_depth,bic_lighter_depth
edc_zippo_width,zippo_width
edc_zippo_height,zippo_height
edc_zippo_depth,zippo_depth
camera_gopro_hero_12_width,gopro12_width
camera_gopro_hero_12_height,gopro12_height
camera_gopro_hero_12_depth,gopro12_depth
camera_gopro_mount_finger_gap,gopro_mount_finger_gap
camera_gopro_mount_tab_thick,gopro_mount_tab_thick
camera_gopro_mount_screw_dia,gopro_mount_screw_dia
paint_citadel_pot_dia,citadel_pot_dia
paint_citadel_pot_height,citadel_pot_height
paint_vallejo_dropper_dia,vallejo_dropper_dia
paint_vallejo_dropper_height,vallejo_dropper_height
paint_army_painter_dropper_dia,army_painter_dia
paint_army_painter_dropper_height,army_painter_height
paint_craft_bottle_2oz_dia,craft_paint_2oz_dia
paint_craft_bottle_2oz_height,craft_paint_2oz_height
battery_tool_milwaukee_m18_cp2_length,milwaukee_m18_bat_cp2_length
battery_tool_milwaukee_m18_cp2_width,milwaukee_m18_bat_cp2_width
battery_tool_milwaukee_m18_cp2_height,milwaukee_m18_bat_cp2_height
battery_tool_makita_18v_lxt_5ah_length,makita_18v_bat_lxt_5ah_length
battery_tool_makita_18v_lxt_5ah_width,makita_18v_bat_lxt_5ah_width
battery_tool_makita_18v_lxt_5ah_height,makita_18v_bat_lxt_5ah_height
battery_tool_dewalt_20v_max_4ah_length,dewalt_20v_bat_max_4ah_length
battery_tool_dewalt_20v_max_4ah_width,dewalt_20v_bat_max_4ah_width
battery_tool_dewalt_20v_max_4ah_height,dewalt_20v_bat_max_4ah_height
battery_aa_dia,aa_bat_dia
battery_aa_length,aa_bat_length
battery_aaa_dia,aaa_bat_dia
battery_aaa_length,aaa_bat_length
battery_cr2032_dia,cr2032_dia
battery_cr2032_thick,cr2032_thick
battery_18650_dia,bat_18650_dia
battery_18650_length,bat_18650_length
connector_usb_a_plug_width,usb_a_plug_width
connector_usb_a_plug_height,usb_a_plug_height
connector_usb_c_plug_width,usb_c_plug_width
connector_usb_c_plug_height,usb_c_plug_height
connector_sd_card_width,sd_card_width
connector_sd_card_length,sd_card_length
connector_sd_card_thick,sd_card_thick
connector_microsd_width,microsd_width
connector_microsd_length,microsd_length
connector_microsd_thick,microsd_thick
audio_airpods_pro_2_case_width,airpods_pro2_width
audio_airpods_pro_2_case_height,airpods_pro2_height
audio_airpods_pro_2_case_depth,airpods_pro2_depth
card_credit_width,credit_card_width
card_credit_height,credit_card_height
card_credit_thick,credit_card_thick
card_credit_corner_radius,credit_card_corner_radius
card_business_width,business_card_width
card_business_height,business_card_height
card_playing_poker_width,poker_card_width
card_playing_poker_height,poker_card_height
coin_us_penny_dia,penny_dia
coin_us_penny_thick,penny_thick
coin_us_nickel_dia,nickel_dia
coin_us_nickel_thick,nickel_thick
coin_us_dime_dia,dime_dia
coin_us_dime_thick,dime_thick
coin_us_quarter_dia,quarter_dia
coin_us_quarter_thick,quarter_thick
coin_us_half_dollar_dia,half_dollar_dia
coin_us_half_dollar_thick,half_dollar_thick
coin_us_dollar_dia,dollar_coin_dia
coin_us_dollar_thick,dollar_coin_thick
cable_usb_c_cable_od,usb_c_cable_od
cable_lightning_cable_od,lightning_cable_od
cable_hdmi_plug_width,hdmi_plug_width
cable_hdmi_plug_height,hdmi_plug_height
cable_displayport_plug_width,dp_plug_width
cable_displayport_plug_height,dp_plug_height
cable_rj45_plug_width,rj45_plug_width
cable_rj45_plug_height,rj45_plug_height
cable_audio_35mm_plug_dia,audio_35mm_plug_dia
cable_audio_35mm_barrel_length,audio_35mm_barrel_length
pegboard_std_hole_dia,pegboard_hole_dia
pegboard_std_hole_spacing,pegboard_hole_spacing
pegboard_std_thickness,pegboard_thickness
pegboard_std_hook_wire_dia,pegboard_hook_wire_dia
pegboard_small_hole_dia,pegboard_small_hole_dia
pegboard_small_thickness,pegboard_small_thickness
pegboard_light_hook_wire_dia,pegboard_light_hook_dia
tool_dewalt_dcd771_drill_length,dewalt_drill_length
tool_dewalt_dcd771_drill_width,dewalt_drill_width
tool_dewalt_dcd771_drill_height,dewalt_drill_height
tool_milwaukee_m18_drill_length,milwaukee_drill_length
tool_milwaukee_m18_drill_width,milwaukee_drill_width
tool_milwaukee_m18_drill_height,milwaukee_drill_height
tool_dewalt_dcs391_saw_length,dewalt_saw_length
tool_dewalt_dcs391_saw_width,dewalt_saw_width
tool_dewalt_dcs391_saw_height,dewalt_saw_height
tool_dewalt_dcs391_blade_dia,tool_dewalt_dcs391_blade_dia
tool_milwaukee_m18_saw_length,milwaukee_saw_length
tool_milwaukee_m18_saw_blade_dia,milwaukee_saw_blade_dia
tool_dewalt_dcw210_sander_pad_dia,dewalt_sander_pad_dia
tool_dewalt_dcw210_sander_length,dewalt_sander_length
tool_dewalt_dcw210_sander_height,dewalt_sander_height
tool_milwaukee_m18_sander_pad_dia,milwaukee_sander_pad_dia
tool_milwaukee_m18_sander_length,milwaukee_sander_length
tool_milwaukee_m18_sander_height,milwaukee_sander_height
handtool_screwdriver_handle_dia,screwdriver_handle_dia
handtool_screwdriver_shaft_dia,screwdriver_shaft_dia
handtool_screwdriver_overall_length,screwdriver_overall_length
handtool_hammer_16oz_length,hammer_16oz_length
handtool_hammer_16oz_head_width,hammer_16oz_head_width
handtool_hammer_16oz_handle_dia,hammer_16oz_handle_dia
handtool_wrench_adj_6in_length,adj_wrench_6in_length
handtool_wrench_adj_6in_jaw_width,adj_wrench_6in_jaw_width
handtool_wrench_adj_8in_length,adj_wrench_8in_length
handtool_wrench_adj_8in_jaw_width,adj_wrench_8in_jaw_width
handtool_wrench_adj_10in_length,adj_wrench_10in_length
handtool_wrench_adj_10in_jaw_width,adj_wrench_10in_jaw_width
handtool_tape_measure_25ft_width,tape_measure_width
handtool_tape_measure_25ft_height,tape_measure_height
handtool_tape_measure_25ft_depth,tape_measure_depth
handtool_utility_knife_length,utility_knife_length
handtool_utility_knife_width,utility_knife_width
handtool_utility_knife_depth,utility_knife_depth
handtool_torpedo_level_length,torpedo_level_length
handtool_torpedo_level_width,torpedo_level_width
handtool_torpedo_level_height,torpedo_level_height
key_kw1_length,kw1_key_length
key_kw1_bow_width,kw1_key_bow_width
key_kw1_blade_thick,kw1_key_blade_thick
key_sc1_length,sc1_key_length
key_sc1_bow_width,sc1_key_bow_width
key_sc1_blade_thick,sc1_key_blade_thick
key_split_ring_25mm_od,keyring_25mm_od
key_split_ring_25mm_wire_dia,keyring_25mm_wire_dia
controller_xbox_width,xbox_width
controller_xbox_height,xbox_height
controller_xbox_depth,xbox_depth
controller_ps5_dualsense_width,ps5_width
controller_ps5_dualsense_height,ps5_height
controller_ps5_dualsense_depth,ps5_depth
controller_switch_pro_width,switch_pro_width
controller_switch_pro_height,switch_pro_height
controller_switch_pro_depth,switch_pro_depth
controller_joycon_width,joycon_width
controller_joycon_height,joycon_height
controller_joycon_depth,joycon_depth
remote_apple_tv_siri_width,appletv_remote_width
remote_apple_tv_siri_height,appletv_remote_height
remote_apple_tv_siri_depth,appletv_remote_depth
remote_fire_tv_width,firetv_remote_width
remote_fire_tv_height,firetv_remote_height
remote_fire_tv_depth,firetv_remote_depth
remote_roku_voice_pro_width,roku_remote_width
remote_roku_voice_pro_height,roku_remote_height
remote_roku_voice_pro_depth,roku_remote_depth
watch_apple_series10_42_height,watch_s10_42_height
watch_apple_series10_42_width,watch_s10_42_width
watch_apple_series10_42_depth,watch_s10_42_depth
watch_apple_series10_46_height,watch_s10_46_height
watch_apple_series10_46_width,watch_s10_46_width
watch_apple_series10_46_depth,watch_s10_46_depth
watch_apple_ultra_2_height,watch_ultra2_height
watch_apple_ultra_2_width,watch_ultra2_width
watch_apple_ultra_2_depth,watch_ultra2_depth
watch_band_width_20mm,watch_band_20
watch_band_width_22mm,watch_band_22
smarthome_echo_dot_5_dia,echo_dot5_dia
smarthome_echo_dot_5_height,echo_dot5_height
smarthome_nest_mini_2_dia,nest_mini2_dia
smarthome_nest_mini_2_height,nest_mini2_height
smarthome_echo_show_5_width,echo_show5_width
smarthome_echo_show_5_height,echo_show5_height
smarthome_echo_show_5_depth,echo_show5_depth
smarthome_kasa_ep10_width,kasa_ep10_width
smarthome_kasa_ep10_height,kasa_ep10_height
smarthome_kasa_ep10_depth,kasa_ep10_depth
smarthome_hue_bridge_width,hue_bridge_width
smarthome_hue_bridge_height,hue_bridge_height
camera_security_ring_indoor_width,ring_indoor_width
camera_security_ring_indoor_height,ring_indoor_height
camera_security_ring_indoor_depth,ring_indoor_depth
camera_security_ring_stickup_dia,ring_stickup_dia
camera_security_ring_stickup_height,ring_stickup_height
camera_security_ring_doorbell_width,ring_doorbell_width
camera_security_ring_doorbell_height,ring_doorbell_height
camera_security_ring_doorbell_depth,ring_doorbell_depth
camera_security_unifi_g4_bullet_dia,unifi_g4_bullet_dia
camera_security_unifi_g4_bullet_length,unifi_g4_bullet_length
camera_security_unifi_g4_instant_width,unifi_g4_instant_width
camera_security_unifi_g4_instant_height,unifi_g4_instant_height
camera_security_unifi_g4_instant_depth,unifi_g4_instant_depth
camera_security_unifi_g5_flex_dia,unifi_g5_flex_dia
camera_security_unifi_g5_flex_height,unifi_g5_flex_height
camera_security_tripod_mount_thread_dia,tripod_mount_thread_dia
camera_security_tripod_mount_thread_pitch,tripod_mount_thread_pitch
bottle_pill_13dram_dia,pill_13dram_dia
bottle_pill_13dram_height,pill_13dram_height
bottle_pill_20dram_dia,pill_20dram_dia
bottle_pill_20dram_height,pill_20dram_height
bottle_pill_30dram_dia,pill_30dram_dia
bottle_pill_30dram_height,pill_30dram_height
bottle_nalgene_32oz_body_dia,nalgene_32oz_body_dia
bottle_nalgene_32oz_height,nalgene_32oz_height
bottle_nalgene_32oz_mouth_dia,nalgene_32oz_mouth_dia
bottle_eye_drop_15ml_dia,eyedrop_15ml_dia
bottle_eye_drop_15ml_height,eyedrop_15ml_height
bottle_spray_28_400_neck_od,spray_28_400_neck_od
media_samsung_t7_ssd_width,samsung_t7_width
media_samsung_t7_ssd_height,samsung_t7_height
media_samsung_t7_ssd_depth,samsung_t7_depth
media_wd_passport_width,wd_passport_width
media_wd_passport_height,wd_passport_height
media_wd_passport_depth,wd_passport_depth
media_sata_25_width,sata_25_width
media_sata_25_length,sata_25_length
media_sata_25_height_thin,sata_25_height_thin
media_sata_25_height_std,sata_25_height_std
media_sata_35_width,sata_35_width
media_sata_35_length,sata_35_length
media_sata_35_height,sata_35_height
media_m2_2280_width,m2_2280_width
media_m2_2280_length,m2_2280_length
media_m2_2280_height,m2_2280_height
media_cfexpress_type_b_width,cfexpress_b_width
media_cfexpress_type_b_height,cfexpress_b_height
media_cfexpress_type_b_thick,cfexpress_b_thick
glasses_hard_case_width,glasses_case_width
glasses_hard_case_height,glasses_case_height
glasses_hard_case_length,glasses_case_length
glasses_folded_width,glasses_folded_width
glasses_folded_height,glasses_folded_height
glasses_folded_depth,glasses_folded_depth
phone_universal_max_height,phone_max_height
phone_universal_max_width,phone_max_width
phone_universal_max_depth,phone_max_depth
phone_case_allowance,phone_case_allowance
phone_universal_cased_width,phone_cased_width
phone_universal_cased_depth,phone_cased_depth
tablet_universal_max_height,tablet_max_height
tablet_universal_max_width,tablet_max_width
tablet_universal_max_depth,tablet_max_depth
drinkware_max_body_dia,drink_max_body_dia
drinkware_max_height,drink_max_height
battery_aa_holder_slot_dia,aa_holder_slot_dia
battery_aaa_holder_slot_dia,aaa_holder_slot_dia
battery_18650_holder_slot_dia,bat_18650_holder_slot_dia
controller_universal_max_width,controller_max_width
controller_universal_max_height,controller_max_height
controller_universal_max_depth,controller_max_depth
edc_bic_pen_circular_hole_dia,bic_pen_hole_dia
hardware_m3_grub_screw_common_length_mm,m3_grub_length
hardware_m4_grub_screw_common_length_mm,m4_grub_length
print_in_place_socket_opening_ratio,pip_socket_ratio
twist_lock_bayonet_tab_count,bayonet_tab_count
magnet_warhammer_base_transport_6x2_pocket_id,DELETE
electronics_m2p5_screw_clearance_hole,DELETE
electronics_m2p5_hex_standoff_od,DELETE
bmg_ridga_shaft_length,MOVE_TO_PROJECT
bmg_ridga_shaft_od,MOVE_TO_PROJECT
bmg_ridga_bearing_seat_motor_side,MOVE_TO_PROJECT
bmg_ridga_bearing_seat_gear_side,MOVE_TO_PROJECT
bmg_ridga_filament_center_to_motor_end,MOVE_TO_PROJECT
bmg_ridga_filament_center_to_gear_end,MOVE_TO_PROJECT
bmg_ridga_drive_gear_teeth_count,MOVE_TO_PROJECT
bmg_ridga_drive_gear_teeth_length,MOVE_TO_PROJECT
bmg_ridga_main_gear_teeth_count,MOVE_TO_PROJECT
bmg_ridga_main_gear_teeth_length,MOVE_TO_PROJECT
bmg_ridga_main_gear_od,MOVE_TO_PROJECT
bmg_ridga_axial_play,MOVE_TO_PROJECT
bmg_ridga_motor_face_bearing_gap,MOVE_TO_PROJECT
bmg_bearing_main_id,MOVE_TO_PROJECT
bmg_bearing_main_od,MOVE_TO_PROJECT
bmg_bearing_main_width,MOVE_TO_PROJECT
bmg_bearing_main_pocket_diameter,MOVE_TO_PROJECT
bmg_bearing_main_pocket_depth,MOVE_TO_PROJECT
bmg_secondary_shaft_diameter,MOVE_TO_PROJECT
bmg_secondary_shaft_length,MOVE_TO_PROJECT
bmg_secondary_needle_bearing_id,MOVE_TO_PROJECT
bmg_secondary_needle_bearing_od,MOVE_TO_PROJECT
bmg_secondary_needle_bearing_length,MOVE_TO_PROJECT
bmg_secondary_gear_od,MOVE_TO_PROJECT
bmg_secondary_shaft_pocket_diameter,MOVE_TO_PROJECT
bmg_secondary_shaft_pocket_depth,MOVE_TO_PROJECT
bmg_filament_diameter,MOVE_TO_PROJECT
bmg_filament_bore_radius,MOVE_TO_PROJECT
bmg_filament_bore_depth,MOVE_TO_PROJECT
bmg_filament_bore_clearance,MOVE_TO_PROJECT
bmg_motor_body_diameter,MOVE_TO_PROJECT
bmg_motor_body_length,MOVE_TO_PROJECT
bmg_motor_shaft_diameter,MOVE_TO_PROJECT
bmg_motor_shaft_protrusion,MOVE_TO_PROJECT
bmg_motor_face_flat_length,MOVE_TO_PROJECT
bmg_motor_mounting_hole_thread,MOVE_TO_PROJECT
bmg_motor_mounting_hole_spacing,MOVE_TO_PROJECT
bmg_motor_pinion_clearance_diameter,MOVE_TO_PROJECT
bmg_motor_pinion_teeth_10t,MOVE_TO_PROJECT
bmg_motor_pinion_teeth_8t,MOVE_TO_PROJECT
bmg_gear_ratio_10t,MOVE_TO_PROJECT
bmg_gear_ratio_8t,MOVE_TO_PROJECT
bmg_rotation_distance_10t,MOVE_TO_PROJECT
bmg_rotation_distance_8t,MOVE_TO_PROJECT
bmg_shaft_center_to_center,MOVE_TO_PROJECT
bmg_motor_shaft_to_main_shaft,MOVE_TO_PROJECT
bmg_idler_pivot_x,MOVE_TO_PROJECT
bmg_idler_pivot_z,MOVE_TO_PROJECT
bmg_idler_arm_thickness,MOVE_TO_PROJECT
bmg_idler_pivot_hole_diameter,MOVE_TO_PROJECT
bmg_idler_secondary_hole_diameter,MOVE_TO_PROJECT
bmg_sensor_ball_diameter,MOVE_TO_PROJECT
bmg_sensor_ball_bore_diameter,MOVE_TO_PROJECT
bmg_sensor_ball_travel_depth,MOVE_TO_PROJECT
bmg_sensor_microswitch_mount_thread,MOVE_TO_PROJECT
bmg_sensor_microswitch_pad_width,MOVE_TO_PROJECT
bmg_sensor_microswitch_pad_height,MOVE_TO_PROJECT
bmg_sensor_entry_z_offset,MOVE_TO_PROJECT
bmg_sensor_exit_z_offset,MOVE_TO_PROJECT
bmg_plate_thickness_front,MOVE_TO_PROJECT
bmg_plate_thickness_back,MOVE_TO_PROJECT
bmg_body_total_depth_y,MOVE_TO_PROJECT
bmg_body_width_x,MOVE_TO_PROJECT
bmg_body_height_z,MOVE_TO_PROJECT
bmg_body_material_wall_min,MOVE_TO_PROJECT
bmg_body_internal_radius_min,MOVE_TO_PROJECT
bmg_dowel_pin_diameter,MOVE_TO_PROJECT
bmg_dowel_pin_hole_diameter,MOVE_TO_PROJECT
bmg_dowel_pin_count,MOVE_TO_PROJECT
bmg_dowel_pin_depth,MOVE_TO_PROJECT
bmg_clamping_screw_thread,MOVE_TO_PROJECT
bmg_clamping_screw_count,MOVE_TO_PROJECT
bmg_clamping_screw_clearance_diameter,MOVE_TO_PROJECT
bmg_clamping_screw_tap_diameter,MOVE_TO_PROJECT
bmg_sherpa_mount_hole_thread,MOVE_TO_PROJECT
bmg_sherpa_mount_hole_clearance,MOVE_TO_PROJECT
bmg_sherpa_mount_hole_spacing,MOVE_TO_PROJECT
bmg_sherpa_mount_hole_z_offset,MOVE_TO_PROJECT
bmg_sherpa_mount_position_tolerance,MOVE_TO_PROJECT
bmg_tensioner_thread,MOVE_TO_PROJECT
bmg_tensioner_thread_depth,MOVE_TO_PROJECT
bmg_shim_washer_id,MOVE_TO_PROJECT
bmg_shim_washer_od,MOVE_TO_PROJECT
bmg_shim_washer_thickness,MOVE_TO_PROJECT
bmg_ecas04_bore_diameter,MOVE_TO_PROJECT
bmg_heat_insert_thread,MOVE_TO_PROJECT
bmg_heat_insert_od,MOVE_TO_PROJECT
bmg_heat_insert_length,MOVE_TO_PROJECT
bmg_stock_plate_thickness,MOVE_TO_PROJECT
bmg_tool_roughing_em_diameter,MOVE_TO_PROJECT
bmg_tool_finishing_em_diameter,MOVE_TO_PROJECT
bmg_tool_ball_em_diameter,MOVE_TO_PROJECT
bmg_tool_dowel_drill_diameter,MOVE_TO_PROJECT
bmg_tool_m3_tap_drill_diameter,MOVE_TO_PROJECT
bmg_tool_m3_clearance_drill_diameter,MOVE_TO_PROJECT
bmg_tool_sensor_drill_diameter,MOVE_TO_PROJECT
bmg_pocket_depth_max,MOVE_TO_PROJECT
